pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
ex1338,contradiction,The student was encouraged by the presidents .,The student encouraged the presidents .,The presidents encouraged the student .,,,,,,,,,,,,,,
ex1339,contradiction,The baker was helped by the doctors .,The baker helped the doctors .,The doctors helped the baker .,,,,,,,,,,,,,,
ex1340,contradiction,The therapist was admired by the animators .,The therapist admired the animators .,The animators admired the therapist .,,,,,,,,,,,,,,
ex1341,contradiction,The animators were admired by the essayists .,The animators admired the essayists .,The essayists admired the animators .,,,,,,,,,,,,,,
ex1342,contradiction,The photographer was believed by the officers .,The photographer believed the officers .,The officers believed the photographer .,,,,,,,,,,,,,,
ex1343,contradiction,The administrator was believed by the professor .,The administrator believed the professor .,The professor believed the administrator .,,,,,,,,,,,,,,
ex1344,contradiction,The colorists were mentioned by the baker .,The colorists mentioned the baker .,The baker mentioned the colorists .,,,,,,,,,,,,,,
ex1345,contradiction,The stylists were recommended by the colorists .,The stylists recommended the colorists .,The colorists recommended the stylists .,,,,,,,,,,,,,,
ex1346,contradiction,The dancers were avoided by the judges .,The dancers avoided the judges .,The judges avoided the dancers .,,,,,,,,,,,,,,
ex1347,contradiction,The stylist was believed by the professors .,The stylist believed the professors .,The professors believed the stylist .,,,,,,,,,,,,,,
ex1348,contradiction,The officers were admired by the bakers .,The officers admired the bakers .,The bakers admired the officers .,,,,,,,,,,,,,,
ex1349,contradiction,The senators were avoided by the architect .,The senators avoided the architect .,The architect avoided the senators .,,,,,,,,,,,,,,
ex1350,contradiction,The artisan was admired by the strategists .,The artisan admired the strategists .,The strategists admired the artisan .,,,,,,,,,,,,,,
ex1351,contradiction,The scientist was mentioned by the tourists .,The scientist mentioned the tourists .,The tourists mentioned the scientist .,,,,,,,,,,,,,,
ex1352,contradiction,The lyricist was recognized by the therapists .,The lyricist recognized the therapists .,The therapists recognized the lyricist .,,,,,,,,,,,,,,
ex1353,contradiction,The director was called by the sculptors .,The director called the sculptors .,The sculptors called the director .,,,,,,,,,,,,,,
ex1354,contradiction,The author was called by the lyricist .,The author called the lyricist .,The lyricist called the author .,,,,,,,,,,,,,,
ex1355,contradiction,The pencillers were introduced by the manager .,The pencillers introduced the manager .,The manager introduced the pencillers .,,,,,,,,,,,,,,
ex1356,contradiction,The judges were supported by the dancers .,The judges supported the dancers .,The dancers supported the judges .,,,,,,,,,,,,,,
ex1357,contradiction,The photographers were called by the musicians .,The photographers called the musicians .,The musicians called the photographers .,,,,,,,,,,,,,,
ex1358,contradiction,The dancer was mentioned by the planners .,The dancer mentioned the planners .,The planners mentioned the dancer .,,,,,,,,,,,,,,
ex1359,contradiction,The lyricist was thanked by the secretaries .,The lyricist thanked the secretaries .,The secretaries thanked the lyricist .,,,,,,,,,,,,,,
ex1360,contradiction,The students were believed by the senator .,The students believed the senator .,The senator believed the students .,,,,,,,,,,,,,,
ex1361,contradiction,The musicians were avoided by the singer .,The musicians avoided the singer .,The singer avoided the musicians .,,,,,,,,,,,,,,
ex1362,contradiction,The sculptors were admired by the scientist .,The sculptors admired the scientist .,The scientist admired the sculptors .,,,,,,,,,,,,,,
ex1363,contradiction,The singer was contacted by the author .,The singer contacted the author .,The author contacted the singer .,,,,,,,,,,,,,,
ex1364,contradiction,The doctors were recommended by the writers .,The doctors recommended the writers .,The writers recommended the doctors .,,,,,,,,,,,,,,
ex1365,contradiction,The potter was encouraged by the officers .,The potter encouraged the officers .,The officers encouraged the potter .,,,,,,,,,,,,,,
ex1366,contradiction,The photographers were helped by the presidents .,The photographers helped the presidents .,The presidents helped the photographers .,,,,,,,,,,,,,,
ex1367,contradiction,The directors were thanked by the strategists .,The directors thanked the strategists .,The strategists thanked the directors .,,,,,,,,,,,,,,
ex1368,contradiction,The essayist was avoided by the sculptors .,The essayist avoided the sculptors .,The sculptors avoided the essayist .,,,,,,,,,,,,,,
ex1369,contradiction,The students were introduced by the dancer .,The students introduced the dancer .,The dancer introduced the students .,,,,,,,,,,,,,,
ex1370,contradiction,The dancers were called by the secretaries .,The dancers called the secretaries .,The secretaries called the dancers .,,,,,,,,,,,,,,
ex1371,contradiction,The colorist was advised by the sculptors .,The colorist advised the sculptors .,The sculptors advised the colorist .,,,,,,,,,,,,,,
ex1372,contradiction,The artisan was encouraged by the secretaries .,The artisan encouraged the secretaries .,The secretaries encouraged the artisan .,,,,,,,,,,,,,,
ex1373,contradiction,The authors were believed by the student .,The authors believed the student .,The student believed the authors .,,,,,,,,,,,,,,
ex1374,contradiction,The potters were mentioned by the lawyer .,The potters mentioned the lawyer .,The lawyer mentioned the potters .,,,,,,,,,,,,,,
ex1375,contradiction,The secretaries were thanked by the strategists .,The secretaries thanked the strategists .,The strategists thanked the secretaries .,,,,,,,,,,,,,,
ex1376,contradiction,The dancers were recommended by the writer .,The dancers recommended the writer .,The writer recommended the dancers .,,,,,,,,,,,,,,
ex1377,contradiction,The directors were encouraged by the curator .,The directors encouraged the curator .,The curator encouraged the directors .,,,,,,,,,,,,,,
ex1378,contradiction,The banker was stopped by the presidents .,The banker stopped the presidents .,The presidents stopped the banker .,,,,,,,,,,,,,,
ex1379,contradiction,The essayists were called by the planner .,The essayists called the planner .,The planner called the essayists .,,,,,,,,,,,,,,
ex1380,contradiction,The actors were encouraged by the officers .,The actors encouraged the officers .,The officers encouraged the actors .,,,,,,,,,,,,,,
ex1381,contradiction,The baker was encouraged by the strategists .,The baker encouraged the strategists .,The strategists encouraged the baker .,,,,,,,,,,,,,,
ex1382,contradiction,The students were called by the lyricists .,The students called the lyricists .,The lyricists called the students .,,,,,,,,,,,,,,
ex1383,contradiction,The pencillers were advised by the artisans .,The pencillers advised the artisans .,The artisans advised the pencillers .,,,,,,,,,,,,,,
ex1384,contradiction,The student was believed by the sculptors .,The student believed the sculptors .,The sculptors believed the student .,,,,,,,,,,,,,,
ex1385,contradiction,The strategists were introduced by the baker .,The strategists introduced the baker .,The baker introduced the strategists .,,,,,,,,,,,,,,
ex1386,contradiction,The officers were encouraged by the author .,The officers encouraged the author .,The author encouraged the officers .,,,,,,,,,,,,,,
ex1387,contradiction,The essayists were helped by the planners .,The essayists helped the planners .,The planners helped the essayists .,,,,,,,,,,,,,,
ex1388,contradiction,The potters were advised by the strategist .,The potters advised the strategist .,The strategist advised the potters .,,,,,,,,,,,,,,
ex1389,contradiction,The officers were recognized by the planner .,The officers recognized the planner .,The planner recognized the officers .,,,,,,,,,,,,,,
ex1390,contradiction,The administrators were encouraged by the students .,The administrators encouraged the students .,The students encouraged the administrators .,,,,,,,,,,,,,,
ex1391,contradiction,The authors were supported by the photographer .,The authors supported the photographer .,The photographer supported the authors .,,,,,,,,,,,,,,
ex1392,contradiction,The musician was thanked by the curator .,The musician thanked the curator .,The curator thanked the musician .,,,,,,,,,,,,,,
ex1393,contradiction,The author was called by the officers .,The author called the officers .,The officers called the author .,,,,,,,,,,,,,,
ex1394,contradiction,The presidents were recommended by the professor .,The presidents recommended the professor .,The professor recommended the presidents .,,,,,,,,,,,,,,
ex1395,contradiction,The student was believed by the curators .,The student believed the curators .,The curators believed the student .,,,,,,,,,,,,,,
ex1396,contradiction,The professor was supported by the judge .,The professor supported the judge .,The judge supported the professor .,,,,,,,,,,,,,,
ex1397,contradiction,The dancer was stopped by the tourists .,The dancer stopped the tourists .,The tourists stopped the dancer .,,,,,,,,,,,,,,
ex1398,contradiction,The artist was helped by the doctors .,The artist helped the doctors .,The doctors helped the artist .,,,,,,,,,,,,,,
ex1399,contradiction,The stylists were recommended by the illustrators .,The stylists recommended the illustrators .,The illustrators recommended the stylists .,,,,,,,,,,,,,,
ex1400,contradiction,The penciller was called by the essayist .,The penciller called the essayist .,The essayist called the penciller .,,,,,,,,,,,,,,
ex1401,contradiction,The artist was recommended by the planners .,The artist recommended the planners .,The planners recommended the artist .,,,,,,,,,,,,,,
ex1402,contradiction,The writers were believed by the doctor .,The writers believed the doctor .,The doctor believed the writers .,,,,,,,,,,,,,,
ex1403,contradiction,The professors were advised by the lyricist .,The professors advised the lyricist .,The lyricist advised the professors .,,,,,,,,,,,,,,
ex1404,contradiction,The actor was mentioned by the presidents .,The actor mentioned the presidents .,The presidents mentioned the actor .,,,,,,,,,,,,,,
ex1405,contradiction,The potters were thanked by the illustrator .,The potters thanked the illustrator .,The illustrator thanked the potters .,,,,,,,,,,,,,,
ex1406,contradiction,The colorist was believed by the essayist .,The colorist believed the essayist .,The essayist believed the colorist .,,,,,,,,,,,,,,
ex1407,contradiction,The designer was mentioned by the designers .,The designer mentioned the designers .,The designers mentioned the designer .,,,,,,,,,,,,,,
ex1408,contradiction,The musicians were admired by the strategists .,The musicians admired the strategists .,The strategists admired the musicians .,,,,,,,,,,,,,,
ex1409,contradiction,The curator was avoided by the planner .,The curator avoided the planner .,The planner avoided the curator .,,,,,,,,,,,,,,
ex1410,contradiction,The essayist was recommended by the presidents .,The essayist recommended the presidents .,The presidents recommended the essayist .,,,,,,,,,,,,,,
ex1411,contradiction,The animators were introduced by the writers .,The animators introduced the writers .,The writers introduced the animators .,,,,,,,,,,,,,,
ex1412,contradiction,The photojournalists were avoided by the stylist .,The photojournalists avoided the stylist .,The stylist avoided the photojournalists .,,,,,,,,,,,,,,
ex1413,contradiction,The bakers were mentioned by the lawyers .,The bakers mentioned the lawyers .,The lawyers mentioned the bakers .,,,,,,,,,,,,,,
ex1414,contradiction,The author was avoided by the artisan .,The author avoided the artisan .,The artisan avoided the author .,,,,,,,,,,,,,,
ex1415,contradiction,The student was introduced by the therapist .,The student introduced the therapist .,The therapist introduced the student .,,,,,,,,,,,,,,
ex1416,contradiction,The administrators were introduced by the illustrator .,The administrators introduced the illustrator .,The illustrator introduced the administrators .,,,,,,,,,,,,,,
ex1417,contradiction,The musician was thanked by the doctor .,The musician thanked the doctor .,The doctor thanked the musician .,,,,,,,,,,,,,,
ex1418,contradiction,The lawyer was helped by the musician .,The lawyer helped the musician .,The musician helped the lawyer .,,,,,,,,,,,,,,
ex1419,contradiction,The artisan was believed by the animators .,The artisan believed the animators .,The animators believed the artisan .,,,,,,,,,,,,,,
ex1420,contradiction,The artisan was avoided by the designers .,The artisan avoided the designers .,The designers avoided the artisan .,,,,,,,,,,,,,,
ex1421,contradiction,The stylists were mentioned by the scientists .,The stylists mentioned the scientists .,The scientists mentioned the stylists .,,,,,,,,,,,,,,
ex1422,contradiction,The curators were helped by the senators .,The curators helped the senators .,The senators helped the curators .,,,,,,,,,,,,,,
ex1423,contradiction,The photojournalists were called by the senator .,The photojournalists called the senator .,The senator called the photojournalists .,,,,,,,,,,,,,,
ex1424,contradiction,The dancers were mentioned by the artist .,The dancers mentioned the artist .,The artist mentioned the dancers .,,,,,,,,,,,,,,
ex1425,contradiction,The artist was helped by the tourist .,The artist helped the tourist .,The tourist helped the artist .,,,,,,,,,,,,,,
ex1426,contradiction,The senator was supported by the sculptors .,The senator supported the sculptors .,The sculptors supported the senator .,,,,,,,,,,,,,,
ex1427,contradiction,The photojournalist was helped by the senator .,The photojournalist helped the senator .,The senator helped the photojournalist .,,,,,,,,,,,,,,
ex1428,contradiction,The artists were mentioned by the lyricist .,The artists mentioned the lyricist .,The lyricist mentioned the artists .,,,,,,,,,,,,,,
ex1429,contradiction,The sculptors were recommended by the student .,The sculptors recommended the student .,The student recommended the sculptors .,,,,,,,,,,,,,,
ex1430,contradiction,The designers were supported by the stylists .,The designers supported the stylists .,The stylists supported the designers .,,,,,,,,,,,,,,
ex1431,contradiction,The artists were mentioned by the architects .,The artists mentioned the architects .,The architects mentioned the artists .,,,,,,,,,,,,,,
ex1432,contradiction,The administrators were admired by the essayists .,The administrators admired the essayists .,The essayists admired the administrators .,,,,,,,,,,,,,,
ex1433,contradiction,The planners were contacted by the judges .,The planners contacted the judges .,The judges contacted the planners .,,,,,,,,,,,,,,
ex1434,contradiction,The artist was helped by the students .,The artist helped the students .,The students helped the artist .,,,,,,,,,,,,,,
ex1435,contradiction,The athlete was admired by the animators .,The athlete admired the animators .,The animators admired the athlete .,,,,,,,,,,,,,,
ex1436,contradiction,The director was thanked by the officer .,The director thanked the officer .,The officer thanked the director .,,,,,,,,,,,,,,
ex1437,contradiction,The dancer was introduced by the lyricist .,The dancer introduced the lyricist .,The lyricist introduced the dancer .,,,,,,,,,,,,,,
ex1438,contradiction,The athlete was helped by the artisans .,The athlete helped the artisans .,The artisans helped the athlete .,,,,,,,,,,,,,,
ex1439,contradiction,The architects were admired by the colorist .,The architects admired the colorist .,The colorist admired the architects .,,,,,,,,,,,,,,
ex1440,contradiction,The president was helped by the doctors .,The president helped the doctors .,The doctors helped the president .,,,,,,,,,,,,,,
ex1441,contradiction,The doctor was recognized by the writers .,The doctor recognized the writers .,The writers recognized the doctor .,,,,,,,,,,,,,,
ex1442,contradiction,The officers were supported by the sculptor .,The officers supported the sculptor .,The sculptor supported the officers .,,,,,,,,,,,,,,
ex1443,contradiction,The singers were advised by the administrators .,The singers advised the administrators .,The administrators advised the singers .,,,,,,,,,,,,,,
ex1444,contradiction,The banker was believed by the managers .,The banker believed the managers .,The managers believed the banker .,,,,,,,,,,,,,,
ex1445,contradiction,The dancers were avoided by the artisan .,The dancers avoided the artisan .,The artisan avoided the dancers .,,,,,,,,,,,,,,
ex1446,contradiction,The artists were encouraged by the artisan .,The artists encouraged the artisan .,The artisan encouraged the artists .,,,,,,,,,,,,,,
ex1447,contradiction,The scientists were supported by the judges .,The scientists supported the judges .,The judges supported the scientists .,,,,,,,,,,,,,,
ex1448,contradiction,The artists were stopped by the authors .,The artists stopped the authors .,The authors stopped the artists .,,,,,,,,,,,,,,
ex1449,contradiction,The senator was supported by the essayists .,The senator supported the essayists .,The essayists supported the senator .,,,,,,,,,,,,,,
ex1450,contradiction,The professor was helped by the judges .,The professor helped the judges .,The judges helped the professor .,,,,,,,,,,,,,,
ex1451,contradiction,The artisans were encouraged by the curators .,The artisans encouraged the curators .,The curators encouraged the artisans .,,,,,,,,,,,,,,
ex1452,contradiction,The artist was recommended by the judges .,The artist recommended the judges .,The judges recommended the artist .,,,,,,,,,,,,,,
ex1453,contradiction,The artists were recognized by the artisans .,The artists recognized the artisans .,The artisans recognized the artists .,,,,,,,,,,,,,,
ex1454,contradiction,The illustrator was recommended by the strategists .,The illustrator recommended the strategists .,The strategists recommended the illustrator .,,,,,,,,,,,,,,
ex1455,contradiction,The curator was mentioned by the tourist .,The curator mentioned the tourist .,The tourist mentioned the curator .,,,,,,,,,,,,,,
ex1456,contradiction,The dancer was stopped by the colorist .,The dancer stopped the colorist .,The colorist stopped the dancer .,,,,,,,,,,,,,,
ex1457,contradiction,The planner was encouraged by the essayists .,The planner encouraged the essayists .,The essayists encouraged the planner .,,,,,,,,,,,,,,
ex1458,contradiction,The photographer was stopped by the curators .,The photographer stopped the curators .,The curators stopped the photographer .,,,,,,,,,,,,,,
ex1459,contradiction,The planners were helped by the artist .,The planners helped the artist .,The artist helped the planners .,,,,,,,,,,,,,,
ex1460,contradiction,The lyricist was stopped by the illustrator .,The lyricist stopped the illustrator .,The illustrator stopped the lyricist .,,,,,,,,,,,,,,
ex1461,contradiction,The judges were thanked by the colorist .,The judges thanked the colorist .,The colorist thanked the judges .,,,,,,,,,,,,,,
ex1462,contradiction,The tourists were thanked by the president .,The tourists thanked the president .,The president thanked the tourists .,,,,,,,,,,,,,,
ex1463,contradiction,The pencillers were mentioned by the sculptor .,The pencillers mentioned the sculptor .,The sculptor mentioned the pencillers .,,,,,,,,,,,,,,
ex1464,contradiction,The therapists were recommended by the writer .,The therapists recommended the writer .,The writer recommended the therapists .,,,,,,,,,,,,,,
ex1465,contradiction,The lawyer was mentioned by the writer .,The lawyer mentioned the writer .,The writer mentioned the lawyer .,,,,,,,,,,,,,,
ex1466,contradiction,The students were contacted by the lawyer .,The students contacted the lawyer .,The lawyer contacted the students .,,,,,,,,,,,,,,
ex1467,contradiction,The scientists were avoided by the doctor .,The scientists avoided the doctor .,The doctor avoided the scientists .,,,,,,,,,,,,,,
ex1468,contradiction,The colorist was avoided by the judge .,The colorist avoided the judge .,The judge avoided the colorist .,,,,,,,,,,,,,,
ex1469,contradiction,The senator was recommended by the lyricist .,The senator recommended the lyricist .,The lyricist recommended the senator .,,,,,,,,,,,,,,
ex1470,contradiction,The secretaries were called by the tourists .,The secretaries called the tourists .,The tourists called the secretaries .,,,,,,,,,,,,,,
ex1471,contradiction,The artisan was admired by the student .,The artisan admired the student .,The student admired the artisan .,,,,,,,,,,,,,,
ex1472,contradiction,The architects were recognized by the lyricist .,The architects recognized the lyricist .,The lyricist recognized the architects .,,,,,,,,,,,,,,
ex1473,contradiction,The bakers were introduced by the photographer .,The bakers introduced the photographer .,The photographer introduced the bakers .,,,,,,,,,,,,,,
ex1474,contradiction,The manager was contacted by the sculptor .,The manager contacted the sculptor .,The sculptor contacted the manager .,,,,,,,,,,,,,,
ex1475,contradiction,The bankers were supported by the director .,The bankers supported the director .,The director supported the bankers .,,,,,,,,,,,,,,
ex1476,contradiction,The potter was avoided by the officer .,The potter avoided the officer .,The officer avoided the potter .,,,,,,,,,,,,,,
ex1477,contradiction,The stylist was called by the potters .,The stylist called the potters .,The potters called the stylist .,,,,,,,,,,,,,,
ex1478,contradiction,The photographers were mentioned by the administrators .,The photographers mentioned the administrators .,The administrators mentioned the photographers .,,,,,,,,,,,,,,
ex1479,contradiction,The athlete was encouraged by the professor .,The athlete encouraged the professor .,The professor encouraged the athlete .,,,,,,,,,,,,,,
ex1480,contradiction,The judge was advised by the artisan .,The judge advised the artisan .,The artisan advised the judge .,,,,,,,,,,,,,,
ex1481,contradiction,The colorist was contacted by the doctor .,The colorist contacted the doctor .,The doctor contacted the colorist .,,,,,,,,,,,,,,
ex1482,contradiction,The sculptor was contacted by the essayist .,The sculptor contacted the essayist .,The essayist contacted the sculptor .,,,,,,,,,,,,,,
ex1483,contradiction,The students were helped by the photojournalists .,The students helped the photojournalists .,The photojournalists helped the students .,,,,,,,,,,,,,,
ex1484,contradiction,The bankers were avoided by the strategist .,The bankers avoided the strategist .,The strategist avoided the bankers .,,,,,,,,,,,,,,
ex1485,contradiction,The banker was called by the musician .,The banker called the musician .,The musician called the banker .,,,,,,,,,,,,,,
ex1486,contradiction,The scientists were supported by the photographers .,The scientists supported the photographers .,The photographers supported the scientists .,,,,,,,,,,,,,,
ex1487,contradiction,The baker was avoided by the actor .,The baker avoided the actor .,The actor avoided the baker .,,,,,,,,,,,,,,
ex1488,contradiction,The lawyers were admired by the musicians .,The lawyers admired the musicians .,The musicians admired the lawyers .,,,,,,,,,,,,,,
ex1489,contradiction,The illustrators were mentioned by the athletes .,The illustrators mentioned the athletes .,The athletes mentioned the illustrators .,,,,,,,,,,,,,,
ex1490,contradiction,The administrators were called by the actors .,The administrators called the actors .,The actors called the administrators .,,,,,,,,,,,,,,
ex1491,contradiction,The strategists were avoided by the officer .,The strategists avoided the officer .,The officer avoided the strategists .,,,,,,,,,,,,,,
ex1492,contradiction,The sculptor was supported by the judges .,The sculptor supported the judges .,The judges supported the sculptor .,,,,,,,,,,,,,,
ex1493,contradiction,The animator was believed by the actor .,The animator believed the actor .,The actor believed the animator .,,,,,,,,,,,,,,
ex1494,contradiction,The actors were encouraged by the therapists .,The actors encouraged the therapists .,The therapists encouraged the actors .,,,,,,,,,,,,,,
ex1495,contradiction,The dancer was believed by the president .,The dancer believed the president .,The president believed the dancer .,,,,,,,,,,,,,,
ex1496,contradiction,The artisan was contacted by the actors .,The artisan contacted the actors .,The actors contacted the artisan .,,,,,,,,,,,,,,
ex1497,contradiction,The designers were believed by the secretaries .,The designers believed the secretaries .,The secretaries believed the designers .,,,,,,,,,,,,,,
ex1498,contradiction,The senators were recognized by the bakers .,The senators recognized the bakers .,The bakers recognized the senators .,,,,,,,,,,,,,,
ex1499,contradiction,The manager was introduced by the presidents .,The manager introduced the presidents .,The presidents introduced the manager .,,,,,,,,,,,,,,
ex1500,contradiction,The artist advised the tourists and the musician .,The musician advised the tourists .,The artist advised the tourists .,,,,,,,,,,,,,,
ex1501,contradiction,The actors and the tourists contacted the artists .,The actors contacted the tourists .,The actors contacted the artists .,,,,,,,,,,,,,,
ex1502,contradiction,The strategists encouraged the student and the photojournalists .,The student encouraged the photojournalists .,The strategists encouraged the photojournalists .,,,,,,,,,,,,,,
ex1503,contradiction,The managers helped the singers and the scientist .,The singers helped the scientist .,The managers helped the scientist .,,,,,,,,,,,,,,
ex1504,contradiction,The essayist supported the singers and the directors .,The directors supported the singers .,The essayist supported the singers .,,,,,,,,,,,,,,
ex1505,contradiction,The professors and the judge admired the writer .,The professors admired the judge .,The professors admired the writer .,,,,,,,,,,,,,,
ex1506,contradiction,The photographer encouraged the essayist and the musician .,The essayist encouraged the musician .,The photographer encouraged the musician .,,,,,,,,,,,,,,
ex1507,contradiction,The dancers mentioned the bakers and the animators .,The animators mentioned the bakers .,The dancers mentioned the bakers .,,,,,,,,,,,,,,
ex1508,contradiction,The therapists and the designer mentioned the therapist .,The therapists mentioned the designer .,The therapists mentioned the therapist .,,,,,,,,,,,,,,
ex1509,contradiction,The essayist and the professors avoided the planners .,The essayist avoided the professors .,The essayist avoided the planners .,,,,,,,,,,,,,,
ex1510,contradiction,The photojournalist and the author saw the tourist .,The photojournalist saw the author .,The photojournalist saw the tourist .,,,,,,,,,,,,,,
ex1511,contradiction,The musician and the animators recognized the secretary .,The animators recognized the musician .,The animators recognized the secretary .,,,,,,,,,,,,,,
ex1512,contradiction,The writers mentioned the musicians and the animators .,The animators mentioned the musicians .,The writers mentioned the musicians .,,,,,,,,,,,,,,
ex1513,contradiction,The banker and the professors believed the students .,The banker believed the professors .,The banker believed the students .,,,,,,,,,,,,,,
ex1514,contradiction,The artisan stopped the photojournalist and the colorist .,The colorist stopped the photojournalist .,The artisan stopped the photojournalist .,,,,,,,,,,,,,,
ex1515,contradiction,The tourist advised the authors and the artist .,The artist advised the authors .,The tourist advised the authors .,,,,,,,,,,,,,,
ex1516,contradiction,The lyricist stopped the illustrator and the professor .,The professor stopped the illustrator .,The lyricist stopped the illustrator .,,,,,,,,,,,,,,
ex1517,contradiction,The musicians recommended the presidents and the student .,The presidents recommended the student .,The musicians recommended the student .,,,,,,,,,,,,,,
ex1518,contradiction,The president and the photojournalists advised the illustrators .,The president advised the photojournalists .,The president advised the illustrators .,,,,,,,,,,,,,,
ex1519,contradiction,The penciller supported the illustrator and the actor .,The illustrator supported the actor .,The penciller supported the actor .,,,,,,,,,,,,,,
ex1520,contradiction,The judge admired the directors and the secretary .,The secretary admired the directors .,The judge admired the directors .,,,,,,,,,,,,,,
ex1521,contradiction,The illustrator encouraged the therapists and the director .,The director encouraged the therapists .,The illustrator encouraged the therapists .,,,,,,,,,,,,,,
ex1522,contradiction,The essayists contacted the athletes and the photographer .,The athletes contacted the photographer .,The essayists contacted the photographer .,,,,,,,,,,,,,,
ex1523,contradiction,The curators believed the administrators and the artisans .,The artisans believed the administrators .,The curators believed the administrators .,,,,,,,,,,,,,,
ex1524,contradiction,The curators called the president and the banker .,The banker called the president .,The curators called the president .,,,,,,,,,,,,,,
ex1525,contradiction,The singer called the president and the officer .,The president called the officer .,The singer called the officer .,,,,,,,,,,,,,,
ex1526,contradiction,The officer and the tourists introduced the administrators .,The tourists introduced the officer .,The tourists introduced the administrators .,,,,,,,,,,,,,,
ex1527,contradiction,The therapist and the officers saw the animator .,The therapist saw the officers .,The therapist saw the animator .,,,,,,,,,,,,,,
ex1528,contradiction,The animators avoided the scientists and the animator .,The scientists avoided the animator .,The animators avoided the animator .,,,,,,,,,,,,,,
ex1529,contradiction,The animators supported the curators and the animator .,The animator supported the curators .,The animators supported the curators .,,,,,,,,,,,,,,
ex1530,contradiction,The students mentioned the actor and the lawyer .,The lawyer mentioned the actor .,The students mentioned the actor .,,,,,,,,,,,,,,
ex1531,contradiction,The writer and the managers thanked the actors .,The managers thanked the writer .,The managers thanked the actors .,,,,,,,,,,,,,,
ex1532,contradiction,The officer and the potters thanked the architect .,The officer thanked the potters .,The officer thanked the architect .,,,,,,,,,,,,,,
ex1533,contradiction,The officer advised the scientist and the photographers .,The photographers advised the scientist .,The officer advised the scientist .,,,,,,,,,,,,,,
ex1534,contradiction,The illustrators and the potters recommended the dancer .,The illustrators recommended the potters .,The illustrators recommended the dancer .,,,,,,,,,,,,,,
ex1535,contradiction,The secretary and the photographers stopped the bakers .,The secretary stopped the photographers .,The secretary stopped the bakers .,,,,,,,,,,,,,,
ex1536,contradiction,The designers thanked the presidents and the dancers .,The dancers thanked the presidents .,The designers thanked the presidents .,,,,,,,,,,,,,,
ex1537,contradiction,The colorists advised the officer and the animators .,The officer advised the animators .,The colorists advised the animators .,,,,,,,,,,,,,,
ex1538,contradiction,The planners and the illustrators contacted the directors .,The illustrators contacted the planners .,The illustrators contacted the directors .,,,,,,,,,,,,,,
ex1539,contradiction,The stylists and the judges recommended the singer .,The stylists recommended the judges .,The stylists recommended the singer .,,,,,,,,,,,,,,
ex1540,contradiction,The strategist recognized the singer and the judge .,The singer recognized the judge .,The strategist recognized the judge .,,,,,,,,,,,,,,
ex1541,contradiction,The colorists thanked the lawyer and the artists .,The artists thanked the lawyer .,The colorists thanked the lawyer .,,,,,,,,,,,,,,
ex1542,contradiction,The doctors and the essayist supported the managers .,The doctors supported the essayist .,The doctors supported the managers .,,,,,,,,,,,,,,
ex1543,contradiction,The judges avoided the artist and the musicians .,The musicians avoided the artist .,The judges avoided the artist .,,,,,,,,,,,,,,
ex1544,contradiction,The lawyers and the baker contacted the judge .,The lawyers contacted the baker .,The lawyers contacted the judge .,,,,,,,,,,,,,,
ex1545,contradiction,The potter and the tourists stopped the photojournalist .,The tourists stopped the potter .,The tourists stopped the photojournalist .,,,,,,,,,,,,,,
ex1546,contradiction,The bankers and the tourists avoided the baker .,The tourists avoided the bankers .,The tourists avoided the baker .,,,,,,,,,,,,,,
ex1547,contradiction,The penciller encouraged the musicians and the dancer .,The musicians encouraged the dancer .,The penciller encouraged the dancer .,,,,,,,,,,,,,,
ex1548,contradiction,The artist and the scientist advised the professors .,The artist advised the scientist .,The artist advised the professors .,,,,,,,,,,,,,,
ex1549,contradiction,The actors encouraged the musician and the photographers .,The photographers encouraged the musician .,The actors encouraged the musician .,,,,,,,,,,,,,,
ex1550,contradiction,The musician stopped the colorist and the student .,The student stopped the colorist .,The musician stopped the colorist .,,,,,,,,,,,,,,
ex1551,contradiction,The stylist and the scientist stopped the planners .,The stylist stopped the scientist .,The stylist stopped the planners .,,,,,,,,,,,,,,
ex1552,contradiction,The president and the judge introduced the bankers .,The judge introduced the president .,The judge introduced the bankers .,,,,,,,,,,,,,,
ex1553,contradiction,The architect believed the student and the artists .,The artists believed the student .,The architect believed the student .,,,,,,,,,,,,,,
ex1554,contradiction,The bakers mentioned the therapists and the artist .,The therapists mentioned the artist .,The bakers mentioned the artist .,,,,,,,,,,,,,,
ex1555,contradiction,The stylist mentioned the illustrator and the lawyers .,The lawyers mentioned the illustrator .,The stylist mentioned the illustrator .,,,,,,,,,,,,,,
ex1556,contradiction,The photojournalist called the actors and the artist .,The actors called the artist .,The photojournalist called the artist .,,,,,,,,,,,,,,
ex1557,contradiction,The author and the potter introduced the artist .,The author introduced the potter .,The author introduced the artist .,,,,,,,,,,,,,,
ex1558,contradiction,The writers and the secretary avoided the student .,The writers avoided the secretary .,The writers avoided the student .,,,,,,,,,,,,,,
